Date,Bulletin,Obs Code,Residual RA,Residual Dec,Num,Magnitude,Magnitude Obs Code,Obs Code Agreement
1/7/2022,2022-A62 ,G96,0.3,0.2,1,20.9,G96,True
1/7/2022,2022-A62 ,G96,0.2,0.4,2,20.4,G96,True
1/7/2022,2022-A62 ,G96,0.4,0.1,3,20.7,G96,True
1/7/2022,2022-A62 ,G96,0.1,0.6,4,21.6,G96,True
1/7/2022,2022-A62 ,I52,0.1,0.2,5,20.7,I52,True
1/7/2022,2022-A62 ,I52,0.2,0.0,6,20.8,I52,True
1/7/2022,2022-A62 ,I52,0.0,0.1,7,21.0,I52,True
1/7/2022,2022-A62 ,I52,0.3,0.1,8,20.6,I52,True
1/7/2022,2022-A62 ,I52,0.3,0.4,9,21.6,I52,True
1/7/2022,2022-A62 ,I52,0.1,0.0,11,21.2,I52,True
1/7/2022,2022-A62 ,I52,0.1,0.0,12,21.2,I52,True
1/7/2022,2022-A62 ,I52,0.0,0.1,13,20.9,I52,True
1/7/2022,2022-A62 ,033,0.5,0.2,14,20.9,033,True
1/7/2022,2022-A62 ,033,0.4,0.1,15,20.8,033,True
1/7/2022,2022-A62 ,033,0.0,0.0,16,21.0,033,True
1/7/2022,2022-A62 ,033,0.1,0.0,17,21.2,033,True
1/7/2022,2022-A62 ,033,0.3,0.2,18,20.9,033,True
1/7/2022,2022-A62 ,033,0.0,0.4,19,21.2,033,True
1/7/2022,2022-A62 ,L06,0.7,0.1,21,20.5,L06,True
1/7/2022,2022-A62 ,L06,0.4,0.4,22,20.6,L06,True
1/7/2022,2022-A62 ,654,0.4,0.1,23,21.8,654,True
1/7/2022,2022-A62 ,I52,0.3,0.8,24,21.9,I52,True
1/7/2022,2022-A62 ,I52,0.3,0.1,25,21.4,I52,True
1/7/2022,2022-A62 ,I52,0.3,0.3,26,,I52,True
1/7/2022,2022-A62 ,I52,0.6,0.1,27,21.7,I52,True
1/7/2022,2022-A62 ,654,0.3,0.2,28,21.5,654,True
1/7/2022,2022-A62 ,654,0.1,0.1,29,20.5,654,True
1/13/2022,2022-A171,F52,0.1,0.0,1,21.63,F52,True
1/13/2022,2022-A171,F52,0.1,0.0,2,21.87,F52,True
1/13/2022,2022-A171,F52,0.1,0.1,3,22.02,F52,True
1/13/2022,2022-A171,F52,0.1,0.2,4,21.29,F52,True
1/13/2022,2022-A171,F52,0.1,0.0,5,21.69,F52,True
1/13/2022,2022-A171,807,0.1,0.0,6,20.8,807,True
1/13/2022,2022-A171,807,0.1,0.1,7,21.2,807,True
1/13/2022,2022-A171,807,0.0,0.0,8,21.2,807,True
1/13/2022,2022-A171,H21,0.3,0.0,10,20.8,H21,True
1/13/2022,2022-A171,H21,0.0,0.4,11,20.9,H21,True
1/13/2022,2022-A171,H21,0.1,0.3,12,21.4,H21,True
1/13/2022,2022-A171,654,0.2,0.1,13,20.9,654,True
1/13/2022,2022-A171,654,0.1,0.2,14,20.9,654,True
1/13/2022,2022-A171,654,0.3,0.3,15,18.4,654,True
1/13/2022,2022-A171,654,1.8,1.0,16,18.4,654,True
1/13/2022,2022-A171,568,0.0,0.0,17,20.64,568,True
1/13/2022,2022-A171,568,0.0,0.0,19,20.55,568,True
1/13/2022,2022-A171,I93,0.1,0.2,20,20.5,I93,True
1/13/2022,2022-A171,I93,0.7,1.0,21,19.9,I93,True
1/13/2022,2022-A171,L01,0.3,0.0,22,20.2,L01,True
1/13/2022,2022-A171,L01,0.5,0.1,23,21.3,L01,True
1/13/2022,2022-A171,858,0.2,0.5,24,20.3,858,True
1/13/2022,2022-A171,858,0.3,0.6,25,20.3,858,True
1/13/2022,2022-A171,858,0.1,0.3,26,20.4,858,True
1/13/2022,2022-A173,G96,0.2,0.0,1,20.9,G96,True
1/13/2022,2022-A173,G96,0.2,0.2,2,20.4,G96,True
1/13/2022,2022-A173,G96,0.3,0.6,3,,G96,True
1/13/2022,2022-A173,G96,0.1,0.1,4,20.7,G96,True
1/13/2022,2022-A173,I52,0.4,0.0,5,,I52,True
1/13/2022,2022-A173,I52,0.1,0.1,6,,I52,True
1/13/2022,2022-A173,I52,0.0,0.2,7,21.0,I52,True
1/13/2022,2022-A173,G96,0.3,0.1,8,20.7,G96,True
1/13/2022,2022-A173,G96,0.2,0.3,9,20.8,G96,True
1/13/2022,2022-A173,G96,0.1,0.2,10,20.6,G96,True
1/13/2022,2022-A173,G96,0.3,0.3,11,20.7,G96,True
1/13/2022,2022-A173,654,0.0,0.1,12,20.6,654,True
1/13/2022,2022-A173,654,0.1,0.1,13,20.6,654,True
1/13/2022,2022-A173,654,0.0,0.1,14,21.1,654,True
1/13/2022,2022-A173,654,0.2,0.1,15,21.1,654,True
1/13/2022,2022-A173,L06,0.7,0.0,16,21.0,L06,True
1/13/2022,2022-A173,L06,0.7,0.6,17,20.8,L06,True
1/13/2022,2022-A173,858,0.1,0.3,18,21.0,858,True
1/13/2022,2022-A173,858,0.6,0.7,19,21.1,858,True
1/13/2022,2022-A173,858,0.9,0.1,20,21.2,858,True
1/21/2022,2022-B09 ,T08,0.3,0.7,1,18.3,T08,True
1/21/2022,2022-B09 ,T08,0.7,1.3,2,18.4,T08,True
1/21/2022,2022-B09 ,T08,0.5,0.4,3,18.6,T08,True
1/21/2022,2022-B09 ,T08,0.2,0.5,4,18.5,T08,True
1/21/2022,2022-B09 ,G02,0.0,0.1,5,18.7,G02,True
1/21/2022,2022-B09 ,G02,0.2,0.1,6,18.4,G02,True
1/21/2022,2022-B09 ,J95,0.0,0.1,7,18.7,J95,True
1/21/2022,2022-B09 ,204,0.0,0.1,8,,204,True
1/21/2022,2022-B09 ,J95,0.3,0.2,9,18.3,J95,True
1/21/2022,2022-B09 ,J95,0.0,0.1,10,18.8,J95,True
1/21/2022,2022-B09 ,204,0.0,0.1,11,,204,True
1/21/2022,2022-B09 ,J95,0.0,0.0,12,18.2,J95,True
1/21/2022,2022-B09 ,204,0.2,0.1,13,18.7,204,True
1/21/2022,2022-B09 ,J57,0.3,0.7,14,18.3,J57,True
1/21/2022,2022-B09 ,Z33,0.2,0.3,15,18.5,Z33,True
1/21/2022,2022-B09 ,J57,0.3,0.5,16,18.5,J57,True
1/21/2022,2022-B09 ,Z33,0.1,0.1,17,18.6,Z33,True
1/21/2022,2022-B09 ,G02,0.4,0.1,18,18.6,G02,True
1/21/2022,2022-B09 ,Z33,0.8,0.3,19,18.6,Z33,True
1/21/2022,2022-B09 ,J57,0.0,0.1,20,18.3,J57,True
1/21/2022,2022-B09 ,J69,0.7,0.4,21,18.5,J69,True
1/21/2022,2022-B09 ,J69,0.2,0.1,22,18.6,J69,True
1/21/2022,2022-B09 ,203,0.4,0.0,23,18.5,J69,False
